overall_rank,name,position,projected_points,uncertainty,player_id,code,team_name,status,news,prior_season,prior_points,prior_minutes,expected_minutes_season,projected_points_next_6,reliability,fixture_difficulty_next6,replacement_points,value_over_replacement,projection_method,promoted_team,new_to_history,manual_review
544,Kosta Nedeljkovic,DEF,14.5265,10.0000,39,578545,Aston Villa,a,,2024-25,5.0000,121.0000,352.3680,2.2937,0.0672,3.0000,115.0131,-100.4866,older PL history with recency discount,False,False,True
545,Giovanni Leoni,DEF,14.2383,10.0000,363,647681,Liverpool,i,Knee injury - Unknown return date,2025-26,0.0000,0.0000,392.6000,1.7987,0.0000,2.8333,115.0131,-100.7748,2025/26 empirical-Bayes rate and minutes,False,False,True
546,Vitezslav Jaros,GK,14.1810,10.0000,354,432987,Liverpool,i,Knee injury - Unknown return date,2024-25,1.0000,11.0000,417.8160,1.7915,0.0043,2.8333,119.5420,-105.3610,older PL history with recency discount,False,False,True
547,Ryan Giles,DEF,14.1058,10.0000,282,232351,Hull City,a,,2023-24,11.0000,498.0000,410.0544,2.2142,0.2767,3.1667,115.0131,-100.9073,older PL history with recency discount,True,False,True
548,Kieran Dowell,MID,13.4862,10.0000,288,171270,Hull City,a,,2021-22,41.0000,905.0000,291.2051,2.1170,0.5028,3.1667,125.4383,-111.9521,older PL history with recency discount,True,False,True
549,Valentín Barco,MID,12.2530,10.0000,568,543158,Chelsea,a,,2024-25,0.0000,0.0000,258.9120,1.9347,0.0000,3.0000,125.4383,-113.1853,older PL history with recency discount,False,False,True
550,Semi Ajayi,DEF,12.1190,10.0000,279,146426,Hull City,a,,2020-21,51.0000,2779.0000,506.1358,1.9024,1.0000,3.1667,115.0131,-102.8940,older PL history with recency discount,True,False,True
551,Kaine Kesler-Hayden,DEF,11.6495,10.0000,177,465390,Coventry City,a,,2024-25,0.0000,0.0000,282.6720,1.8287,0.0000,3.1667,115.0131,-103.3636,older PL history with recency discount,True,False,True
552,John Egan,DEF,11.1191,10.0000,277,108416,Hull City,a,,2023-24,1.0000,482.0000,403.4189,1.7454,0.2678,3.1667,115.0131,-103.8940,older PL history with recency discount,True,False,True
553,Ellis Simms,FWD,10.2509,10.0000,195,218997,Coventry City,a,,2023-24,0.0000,0.0000,191.4451,1.6091,0.0000,3.1667,102.1080,-91.8571,older PL history with recency discount,True,False,True
554,Lewis Koumas,MID,8.8222,10.0000,381,514514,Liverpool,a,,2023-24,0.0000,0.0000,186.4166,1.4011,0.0000,2.8333,125.4383,-116.6161,older PL history with recency discount,False,False,True
555,Bobby Thomas,DEF,8.3877,10.0000,173,461102,Coventry City,a,,2023-24,0.0000,0.0000,203.5238,1.3166,0.0000,3.1667,115.0131,-106.6254,older PL history with recency discount,True,False,True
556,Jack Butland,GK,8.0908,10.0000,274,105666,Hull City,a,,2022-23,0.0000,0.0000,213.3112,1.2700,0.0000,3.1667,119.5420,-111.4512,older PL history with recency discount,True,False,True
557,Christos Tzolis,MID,7.9681,10.0000,557,439509,Arsenal,a,,2021-22,16.0000,326.0000,166.7254,1.2581,0.1811,3.0000,125.4383,-117.4702,older PL history with recency discount,False,False,True
558,Cody Drameh,DEF,6.5752,10.0000,281,433590,Hull City,a,,2022-23,1.0000,70.0000,167.4391,1.0321,0.0389,3.1667,115.0131,-108.4379,older PL history with recency discount,True,False,True
559,Abu Kamara,MID,4.5734,10.0000,293,490161,Hull City,a,,2021-22,0.0000,0.0000,96.6384,0.7179,0.0000,3.1667,125.4383,-120.8649,older PL history with recency discount,True,False,True
560,David Button,GK,4.5449,10.0000,302,50093,Ipswich Town,a,,2020-21,2.0000,90.0000,124.5119,0.7176,0.0500,3.0000,119.5420,-114.9971,older PL history with recency discount,True,False,True
561,Cédric Kipré,DEF,3.1307,10.0000,303,183015,Ipswich Town,a,,2020-21,0.0000,0.0000,75.9649,0.4943,0.0000,3.0000,115.0131,-111.8824,older PL history with recency discount,True,False,True
562,Paddy McNair,DEF,1.3751,10.0000,285,160817,Hull City,a,,2016-17,12.0000,353.0000,35.0991,0.2159,0.1961,3.1667,115.0131,-113.6380,older PL history with recency discount,True,False,True
563,Chuba Akpom,FWD,1.0282,10.0000,320,147675,Ipswich Town,a,,2016-17,0.0000,0.0000,19.2031,0.1624,0.0000,3.0000,102.1080,-101.0798,older PL history with recency discount,True,False,True
